sku_id,hs_code,supply_origin_country,description,hhi,hhi_risk_band,dominant_partner,dominant_share,geo_conc_flag
SKU0095,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0096,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0097,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0098,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0099,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0100,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0101,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0102,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0103,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0104,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0105,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0106,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0107,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0108,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0109,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0110,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0111,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0112,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0113,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0114,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0115,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0116,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0117,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0118,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0119,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0120,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0121,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0122,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0123,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0124,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0125,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0126,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0127,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0128,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0129,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0130,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0131,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0132,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0133,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0134,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0135,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0136,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0137,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0138,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0139,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0140,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0141,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0142,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0143,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0144,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0145,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0146,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0147,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0148,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0149,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0150,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0151,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0152,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0153,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0154,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0155,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0156,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0157,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0158,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0159,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0160,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0161,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0162,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0163,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0164,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0165,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0166,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0167,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0168,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0169,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0170,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0171,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0172,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0173,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0174,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0175,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0176,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0177,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0178,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0179,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0180,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0181,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0182,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0183,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0184,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0185,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0186,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0187,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0188,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0189,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0190,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0191,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0192,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0193,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0194,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0195,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0196,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0197,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0198,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0199,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0200,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0201,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0202,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0203,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0204,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0205,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0206,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0207,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0208,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0209,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0210,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0211,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0212,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0213,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0214,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0215,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0216,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0217,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0218,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0219,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0220,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0221,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0222,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0223,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0224,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0225,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0226,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0227,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0228,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0229,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0230,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0231,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0232,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0233,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0234,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0235,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0236,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0237,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0238,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0239,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0240,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0241,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0242,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0243,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0244,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0245,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0246,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0247,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0248,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0249,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0250,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0251,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0252,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0253,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0254,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0255,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0256,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0257,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0258,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0259,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0260,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0261,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0262,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0263,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0264,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0265,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0266,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0267,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0268,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0269,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0270,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0271,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0272,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0273,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0274,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0275,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0276,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0277,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0278,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0279,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0280,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0281,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0282,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0283,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0284,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0285,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0286,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0287,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0288,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0289,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0290,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0291,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0292,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0293,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0294,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0295,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0296,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0297,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0298,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0299,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0300,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
